""	"logFC"	"Avg.Enrichment.Score"	"t"	"P.Value"	"adj.P.Val"	"B"
"HALLMARK_XENOBIOTIC_METABOLISM"	0.015845490503697	0.462003462898207	1.71477478713838	0.118831566215467	0.695922564602981	-7.31204530236382
"HALLMARK_COAGULATION"	0.00634138239995685	0.439421975226674	1.67511888397063	0.12653137538236	0.695922564602981	-7.36904643519542
"HALLMARK_COMPLEMENT"	0.00516696930337612	0.434340853960402	1.09768636667891	0.299447363622931	0.929833961135863	-8.10045793995565
"HALLMARK_ALLOGRAFT_REJECTION"	0.00397674051116648	0.535263068739051	0.916365962848917	0.382201852736623	0.929833961135863	-8.28263052545246
"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	0.0292463952117531	-0.281203712100602	0.408878776476996	0.69171479060515	0.929833961135863	-8.63567112654134
"HALLMARK_HYPOXIA"	0.0292463952117531	-0.281203712100602	0.408878776476996	0.69171479060515	0.929833961135863	-8.63567112654134
"HALLMARK_INFLAMMATORY_RESPONSE"	0.0292463952117531	-0.281203712100602	0.408878776476996	0.69171479060515	0.929833961135863	-8.63567112654134
"HALLMARK_UV_RESPONSE_DN"	0.0292463952117531	-0.281203712100602	0.408878776476996	0.69171479060515	0.929833961135863	-8.63567112654134
"HALLMARK_APOPTOSIS"	0.000136029745170685	0.582373567909072	0.22756056087783	0.824821770607296	0.929833961135863	-8.69871436740028
"HALLMARK_ADIPOGENESIS"	-4.53432483903393e-05	0.586877663915843	-0.0904224479127693	0.929833961135863	0.929833961135863	-8.72273671071551
"HALLMARK_HEME_METABOLISM"	-4.53432483903393e-05	0.586877663915843	-0.0904224479127693	0.929833961135863	0.929833961135863	-8.72273671071551
