""	"GSM929282_++_PBS_8.CEL.gz"	"GSM929283_++_PBS_9.CEL.gz"	"GSM929284_++_PBS_10.CEL.gz"	"GSM929285_++_APAP_12.CEL.gz"	"GSM929286_++_APAP_13.CEL.gz"	"GSM929287_++_APAP_14.CEL.gz"	"GSM929288_cn_PBS_4.CEL.gz"	"GSM929289_cn_PBS_5.CEL.gz"	"GSM929290_cn_PBS_16.CEL.gz"	"GSM929291_cn_APAP_2.CEL.gz"	"GSM929292_cn_APAP_3.CEL.gz"	"GSM929293_cn_APAP_17.CEL.gz"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	-0.272830325564523	-0.188219824068196	-0.304207853450621	-0.215335086605604	-0.188219824068196	-0.204996825972613	-0.269746984673982	-0.356806021583386	-0.318354946948399	-0.347828058402104	-0.2954112632629	-0.412487530606693
"HALLMARK_HYPOXIA"	-0.272830325564523	-0.188219824068196	-0.304207853450621	-0.215335086605604	-0.188219824068196	-0.204996825972613	-0.269746984673982	-0.356806021583386	-0.318354946948399	-0.347828058402104	-0.2954112632629	-0.412487530606693
"HALLMARK_APOPTOSIS"	0.583340890541398	0.582615398567153	0.582524712070373	0.583159517547837	0.582887458057495	0.582615398567153	0.581708533599347	0.581889906592908	0.581436474109005	0.582434025573592	0.581980593089689	0.581889906592908
"HALLMARK_ADIPOGENESIS"	0.586877663915843	0.587059036909404	0.586696290922282	0.587331096399746	0.586333544935159	0.586786977419062	0.587512469393307	0.58642423143194	0.586877663915843	0.586786977419062	0.587059036909404	0.586786977419062
"HALLMARK_COMPLEMENT"	0.43937468769491	0.444099960397549	0.430017868184735	0.443122841300972	0.439303787523667	0.434506685142466	0.429941223709943	0.43123891448782	0.432030326495051	0.430785318104048	0.432425101719296	0.425243532764364
"HALLMARK_INFLAMMATORY_RESPONSE"	-0.272830325564523	-0.188219824068196	-0.304207853450621	-0.215335086605604	-0.188219824068196	-0.204996825972613	-0.269746984673982	-0.356806021583386	-0.318354946948399	-0.347828058402104	-0.2954112632629	-0.412487530606693
"HALLMARK_XENOBIOTIC_METABOLISM"	0.478075143735276	0.478795632957811	0.465816251301681	0.45936354438401	0.476691047415317	0.466768688467809	0.446128590872409	0.451980318720262	0.457466822529617	0.444629920270461	0.458101408458783	0.460224185665054
"HALLMARK_UV_RESPONSE_DN"	-0.272830325564523	-0.188219824068196	-0.304207853450621	-0.215335086605604	-0.188219824068196	-0.204996825972613	-0.269746984673982	-0.356806021583386	-0.318354946948399	-0.347828058402104	-0.2954112632629	-0.412487530606693
"HALLMARK_HEME_METABOLISM"	0.586877663915843	0.587059036909404	0.586696290922282	0.587331096399746	0.586333544935159	0.586786977419062	0.587512469393307	0.58642423143194	0.586877663915843	0.586786977419062	0.587059036909404	0.586786977419062
"HALLMARK_COAGULATION"	0.444282903501264	0.449053355611889	0.436358814267876	0.444294680045363	0.444663710295898	0.439359826125053	0.433821370235728	0.436863811828613	0.437785080395466	0.435511599042522	0.43791615534563	0.433152396024791
"HALLMARK_ALLOGRAFT_REJECTION"	0.543075119278418	0.541637666281595	0.533331239813373	0.543428064724306	0.537553267450739	0.534840564376022	0.524201729467356	0.534071004398561	0.534460531467866	0.535590819912863	0.52955488738117	0.53141193031634
